time,x1,v1
9.04,-0.0400292874656377,-0.1834388917999536
9.06,-0.04357641347505836,-0.1711158548597443
9.08,-0.04686776944379943,-0.15787440559946225
9.1,-0.049885739609110885,-0.14379087774198018
9.12,-0.052614292270281686,-0.12894654620375068
9.14,-0.05503905895477754,-0.1134270761828769
9.16,-0.05714742305368587,-0.0973220573410179
9.18,-0.058928605494119504,-0.08072450011424508
9.2,-0.060373706725509804,-0.06373020740283064
9.22,-0.06147576435043038,-0.04643723051023407
9.24,-0.06222980843821273,-0.02894529483545689
9.26,-0.06263286287746037,-0.011355138690551958
9.28,-0.06268396935323281,0.0062320739765752906
9.3,-0.06238420659381885,0.02371537023785722
9.32,-0.0617366530241402,0.040994612678260524
9.34,-0.060746374238813794,0.05797109550968049
9.36,-0.05942040507469478,0.0745481637026115
9.38,-0.057767675873399746,0.09063180040037634
9.4,-0.05579896402779265,0.10613119232558446
9.42,-0.05352683993690226,0.1209593118523739
9.44,-0.05096556144344694,0.13503341149674414
9.46,-0.048130992411250836,0.1482755210408665
9.48,-0.04504051592443095,0.16061295572143133
9.5,-0.04171290335507491,0.17197868914130318
9.52,-0.03816820510745589,0.1823117495515259
9.54,-0.03442763648012944,0.19155762290258155
9.56,-0.030513429206725402,0.19966848461101927
9.58,-0.026448701305797177,0.20660347001216767
9.6,-0.022257322676185916,0.21232894889509105
9.62,-0.017963757757812872,0.2168186066662921
9.64,-0.013592922715501568,0.22005357339697015
9.66,-0.009170038967502335,0.22202255588729664
9.68,-0.004720475805800292,0.22272176898882992
9.7,-2.6960382804601564e-4,0.22215491804748483
9.72,0.004157354862088069,0.22033318465862672
9.74,0.008535475628412382,0.2172750183965965
9.76,0.012840272661675176,0.21300597787321873
9.78,0.017047843436765794,0.2075585762773321
9.8,0.02113500173979573,0.20097195181407296
9.82,0.025079405431737208,0.19329158217679937
9.84,0.028859687532865316,0.18456900491166423
9.86,0.032455567076216316,0.17486139099070697
9.88,0.035847956010909614,0.1642311554807035
9.9,0.03901907001711363,0.15274557508139577
9.92,0.041952512549883685,0.14047629317163612
9.94,0.04463335517836046,0.12749885529753963
9.96,0.04704822274889921,0.11389225144821247
9.98,0.049185347716671435,0.09973838257661875
10,0.05103462007630451,0.08512155290561346
10.02,0.052587643252392485,0.07012796740079953
10.04,0.05383775756151525,0.05484518933258478
10.06,0.054780057895371465,0.0393616222471034
10.08,0.055411418586132535,0.023765993672437487
10.1,0.055730486484672936,0.008146831069334639
10.12,0.055737666558042784,-0.007408035196378783
10.14,0.05543511581737169,-0.022811972417308406
10.16,0.054826707949048675,-0.037980027442785766
10.18,0.053917988848602064,-0.05282937487502709
10.2,0.05271614139344549,-0.06727977569841469
10.22,0.05122992476029651,-0.0812539977518198
10.24,0.04946960352666724,-0.09467819226866103
10.26,0.04744688652699495,-0.10748228894939235
10.28,0.045174844897957145,-0.11960034066546822
10.3,0.042667819658259075,-0.13097081145768946
10.32,0.039941339041397204,-0.14153689179174903
10.34,0.03701201992291531,-0.15124675812352503
10.36,0.03389745969486789,-0.16005376177841724
10.38,0.03061613728872309,-0.16791665378192588
10.4,0.027187302968636248,-0.17479975460245578
10.42,0.023630860837667536,-0.18067303950821778
10.44,0.01996725924520829,-0.1855122678790035
10.46,0.016217374007219367,-0.18929906261511775
10.48,0.012402388034007334,-0.19202089320953708
10.5,0.008543676976124652,-0.193671109493613
10.52,0.004662690794967643,-0.19424893372773466
10.54,7.80836824760409e-4,-0.19375934746843315
10.56,-0.0030806336161435144,-0.1922130340641427
10.58,-0.0069007406903464725,-0.18962628928042669
10.6,-0.010658883688465615,-0.1860208219551782
10.62,-0.01433494809481774,-0.18142361313922944
10.64,-0.01790941391367438,-0.1758667532804007
10.66,-0.0213634487763658,-0.16938716923820513
10.68,-0.024679004244706048,-0.16202641275822122
10.7,-0.02783891264689484,-0.15383042980784173
10.72,-0.03082696189903003,-0.14484923292922833
10.74,-0.03362797722748832,-0.13513663046481536
10.76,-0.03622790230260056,-0.12474993779012476
10.78,-0.038613853571921146,-0.11374961314842835
10.8,-0.040774183881809214,-0.10219893977366733
